Id,SalePrice
1648,124124.742
1649,139364.3872
1650,115430.2683
1651,123235.2154
1652,97824.56414
1653,100352.8053
1654,137990.9732
1655,136885.5735
1656,138121.3191
1657,143095.4779
1658,139648.8067
1659,125389.1626
1660,152385.6076
1661,460633.0026
1662,418660.5508
1663,368369.4193
1664,710517.7898
1665,303908.5578
1666,348520.6673
1667,408014.162
1668,326457.9432
1669,298997.9269
1670,337213.8943
1671,267799.6046
1672,488090.4345
1673,282963.5256
1674,236270.6259
1675,200611.4144
1676,198784.1636
1677,221958.6164
1678,558007.9417
1679,402731.4593
1680,334335.9983
1681,251278.5425
1682,320431.5061
1683,186968.8006
1684,171517.9547
1685,170176.3362
1686,164707.3622
1687,166429.0829
1688,188232.502
1689,188096.6149
1690,190285.4294
1691,181647.4451
1692,258033.2883
1693,161808.5171
1694,181836.3484
1695,165273.7551
1696,278206.3586
1697,171735.2894
1698,349088.8671
1699,345643.6143
1700,260218.7161
1701,259216.1763
1702,251756.2333
1703,252508.5245
1704,278638.0399
1705,240361.3187
1706,586367.1015
1707,217934.7105
1708,207951.7506
1709,258425.2631
1710,217377.3695
1711,273644.3705
1712,258096.5316
1713,290378.1435
1714,229076.4086
1715,207226.3275
1716,188198.5239
1717,171817.6251
1718,143159.5612
1719,209329.7625
1720,241001.0315
1721,154102.1807
1722,124208.613
1723,150037.4688
1724,206050.9118
1725,239477.1073
1726,175135.2995
1727,150281.2884
1728,155486.7894
1729,167672.7334
1730,159473.2085
1731,119396.9742
1732,129206.3874
1733,113138.2743
1734,133156.3113
1735,115185.5277
1736,110961.0193
1737,337126.1085
1738,245277.7724
1739,250460.2479
1740,223469.291
1741,199203.5713
1742,169875.0209
1743,171869.5871
1744,369378.9241
1745,214449.7975
1746,179691.4891
1747,216429.3441
1748,238904.6899
1749,147451.6789
1750,125957.2347
1751,242988.4384
1752,111414.041
1753,147888.6389
1754,189773.9426
1755,163691.4228
1756,138791.0312
1757,120515.8346
1758,146289.1365
1759,161636.5125
1760,169273.4199
1761,138918.9195
1762,184429.8536
1763,191076.4052
1764,112168.0001
1765,177050.5033
1766,194600.7082
1767,237155.4078
1768,145468.018
1769,169055.1765
1770,150494.6519
1771,128252.2565
1772,129606.1763
1773,133586.9086
1774,143740.1778
1775,143134.4172
1776,129004.5909
1777,103285.043
1778,137641.1872
1779,123782.6285
1780,162425.6881
1781,130605.7757
1782,93476.59734
1783,147809.1811
1784,110745.3898
1785,127353.3958
1786,142347.1852
1787,157532.4305
1788,60973.14802
1789,99022.48135
1790,83808.48019
1791,184699.3103
1792,163672.9382
1793,124190.7522
1794,149139.6554
1795,130921.7858
1796,133509.5679
1797,105941.251
1798,125130.1553
1799,112237.093
1800,129835.3142
1801,134824.1095
1802,126114.8796
1803,145050.0173
1804,136875.334
1805,131194.9349
1806,124761.1506
1807,127880.6821
1808,119209.288
1809,121201.4247
1810,140866.5685
1811,88540.93806
1812,100983.3815
1813,142055.8834
1814,102629.5688
1815,58827.56197
1816,99883.33254
1817,108135.9188
1818,173192.664
1819,135298.4131
1820,49316.58182
1821,115257.8889
1822,150657.3609
1823,39332.42083
1824,127543.5508
1825,136472.2555
1826,111548.042
1827,102357.9076
1828,133715.8339
1829,116947.693
1830,142331.3302
1831,153119.7633
1832,53823.70318
1833,135556.9838
1834,122991.6476
1835,126258.762
1836,129298.1731
1837,81066.5984
1838,131708.7777
1839,103172.3887
1840,147721.583
1841,130180.2111
1842,87344.02012
1843,140543.5641
1844,140442.9213
1845,143560.0405
1846,154999.1607
1847,171370.4563
1848,56995.68822
1849,104330.1344
1850,117381.5958
1851,150475.6931
1852,120671.4059
1853,122129.5255
1854,158096.0505
1855,153353.1302
1856,214025.8093
1857,128202.2044
1858,142019.7234
1859,118958.4552
1860,143121.5614
1861,118343.0498
1862,344086.7099
1863,320315.8012
1864,320444.0004
1865,338543.4372
1866,327859.375
1867,221957.9196
1868,291140.9888
1869,199418.8445
1870,222300.0889
1871,250287.0305
1872,170997.813
1873,233051.3018
1874,163738.8423
1875,209511.5694
1876,207730.4808
1877,215168.9545
1878,209038.8937
1879,137092.9925
1880,136477.0834
1881,247910.7094
1882,243164.5792
1883,186027.6246
1884,205877.8888
1885,244521.0776
1886,292040.1727
1887,212828.5574
1888,269425.5129
1889,173484.7297
1890,112863.4641
1891,121879.5801
1892,96577.12633
1893,129190.8436
1894,123611.0889
1895,131185.4678
1896,127559.7336
1897,113418.6635
1898,117795.0734
1899,163694.7851
1900,155205.5341
1901,176512.7717
1902,158392.9031
1903,231121.5963
1904,153185.0099
1905,202344.0473
1906,138078.3434
1907,215956.3283
1908,115725.5909
1909,132970.9935
1910,125136.8848
1911,230737.4036
1912,361325.0503
1913,137866.5001
1914,53844.29537
1915,298083.307
1916,68352.45174
1917,235326.4443
1918,138754.9794
1919,179446.1522
1920,150800.0708
1921,407617.1937
1922,311711.6812
1923,228700.5375
1924,219543.8555
1925,194778.6065
1926,374930.2908
1927,137150.7381
1928,161231.5226
1929,124481.3428
1930,122014.8476
1931,136467.922
1932,135592.5143
1933,210638.2032
1934,181396.7614
1935,176196.504
1936,198011.83
1937,183046.3292
1938,175150.0074
1939,241817.406
1940,184683.3422
1941,177296.1608
1942,181879.561
1943,211345.4523
1944,384096.5348
1945,409992.3058
1946,146230.3051
1947,354956.4159
1948,180195.6719
1949,241703.094
1950,185549.246
1951,237756.0968
1952,198781.2574
1953,172304.0526
1954,179835.8429
1955,129830.1229
1956,311770.0745
1957,156361.4297
1958,297004.4297
1959,139202.5954
1960,114356.8365
1961,115422.1281
1962,98494.0643
1963,105703.1569
1964,106822.089
1965,136014.3729
1966,145052.5754
1967,294060.0014
1968,456803.5301
1969,386299.4543
1970,437719.8765
1971,495085.1855
1972,365983.4483
1973,253632.9679
1974,339000.2329
1975,703271.184
1976,262121.3103
1977,354129.3209
1978,355321.5052
1979,325646.335
1980,204142.7209
1981,344996.424
1982,222430.6645
1983,204689.7542
1984,162974.5811
1985,224763.873
1986,202458.1728
1987,181327.8743
1988,171035.8292
1989,188935.9458
1990,207336.0755
1991,235469.4547
1992,212510.5302
1993,164211.8895
1994,228838.0948
1995,182464.9181
1996,255634.3165
1997,306660.3525
1998,319306.3165
1999,275382.3323
2000,320632.7341
2001,268093.71
2002,248485.7828
2003,255120.321
2004,282124.3559
2005,234184.1448
2006,221338.8137
2007,252590.5503
2008,220661.9362
2009,193858.5688
2010,191520.5897
2011,139353.8919
2012,172544.4025
2013,178448.3798
2014,185839.6813
2015,209032.8126
2016,191771.0533
2017,182094.0442
2018,111322.0471
2019,135673.4681
2020,94026.75145
2021,101758.5324
2022,193270.7731
2023,143957.6375
2024,271789.2384
2025,355518.5175
2026,180935.9563
2027,161437.8164
2028,152799.8849
2029,170139.3261
2030,268676.3297
2031,231282.4376
2032,253384.0355
2033,256209.6682
2034,169115.7436
2035,228873.9725
2036,198533.4201
2037,212301.9223
2038,314758.1848
2039,229632.1198
2040,289203.9284
2041,324718.5507
2042,212409.2369
2043,179293.595
2044,179724.798
2045,215622.2389
2046,153483.6293
2047,140822.5369
2048,136044.5552
2049,140771.6683
2050,169106.1361
2051,100920.1313
2052,117150.162
2053,148820.1449
2054,94017.40239
2055,155638.2885
2056,137605.5038
2057,110061.3074
2058,208860.1836
2059,134431.0101
2060,176024.4238
2061,172177.3287
2062,127552.874
2063,115901.2182
2064,138222.0387
2065,114637.2248
2066,161139.6926
2067,97701.3218
2068,148161.7325
2069,93447.95438
2070,117072.1786
2071,95240.23888
2072,139163.2735
2073,130265.0536
2074,184085.4562
2075,158214.9513
2076,114007.9471
2077,158425.5888
2078,128409.3523
2079,130294.2713
2080,120420.294
2081,125116.7662
2082,115639.3592
2083,144826.2462
2084,110147.7351
2085,117731.4667
2086,115913.8102
2087,120747.3361
2088,93834.13313
2089,76642.71461
2090,132283.3463
2091,118982.3976
2092,121077.956
2093,112750.548
2094,105064.8941
2095,143100.8836
2096,81797.61276
2097,99873.81026
2098,156165.7995
2099,56413.85366
2100,65487.33346
2101,106560.0743
2102,119914.8062
2103,104343.6136
2104,131295.7647
2105,127516.1132
2106,67279.50063
2107,192320.4975
2108,118608.0455
2109,117689.0356
2110,132784.7139
2111,122374.2104
2112,141640.7742
2113,121967.8505
2114,125305.7594
2115,166867.95
2116,111552.9954
2117,150735.6061
2118,116533.3058
2119,117702.4209
2120,111186.785
2121,96323.71117
2122,116695.9687
2123,79507.68638
2124,156075.9251
2125,126444.9419
2126,151434.5422
2127,173802.3955
2128,127213.3108
2129,90034.13879
2130,137760.5237
2131,136080.8191
2132,111421.7172
2133,118070.7087
2134,123975.8494
2135,103711.5903
2136,72142.95911
2137,107913.1677
2138,133049.979
2139,154397.9298
2140,141937.8721
2141,162450.4356
2142,129191.0311
2143,142965.694
2144,141469.4424
2145,139088.6588
2146,187018.9162
2147,141525.0231
2148,127906.6098
2149,133817.7139
2150,234860.8625
2151,117763.5941
2152,173251.1665
2153,173716.3444
2154,99214.87034
2155,136897.6332
2156,272068.6323
2157,228443.07
2158,237674.3162
2159,207723.4356
2160,182094.8606
2161,228991.2764
2162,509119.7155
2163,346066.0003
2164,246643.7817
2165,208765.08
2166,168763.09
2167,226156.4766
2168,206936.5153
2169,193674.5468
2170,218045.0106
2171,162261.6393
2172,133686.975
2173,176445.9339
2174,226375.6641
2175,277350.1466
2176,319251.7765
2177,237254.622
2178,207772.9904
2179,136281.8056
2180,219759.132
2181,190753.9248
2182,226745.7107
2183,187912.2622
2184,116616.8
2185,128637.6044
2186,150298.0512
2187,149553.102
2188,147641.5689
2189,230071.1075
2190,76572.46985
2191,75062.61443
2192,89683.95016
2193,116523.6977
2194,100335.2204
2195,111245.3511
2196,108040.9289
2197,116716.5448
2198,154357.0708
2199,204288.2519
2200,150490.971
2201,147374.8036
2202,219928.7422
2203,136974.1117
2204,173490.942
2205,125252.7544
2206,135396.4959
2207,220626.4144
2208,275352.5758
2209,260071.8035
2210,126039.0835
2211,112471.75
2212,118973.8433
2213,107122.9393
2214,125245.6534
2215,103555.464
2216,149785.0197
2217,71701.78362
2218,71779.52911
2219,61682.28163
2220,63889.05624
2221,301144.1681
2222,276913.6676
2223,285003.673
2224,203172.0541
2225,119309.4319
2226,189120.147
2227,185540.3304
2228,260699.9916
2229,246553.6317
2230,158604.8366
2231,207847.75
2232,183975.4081
2233,178698.521
2234,238874.2146
2235,221180.4249
2236,252055.5537
2237,317355.3481
2238,189738.5841
2239,107679.2815
2240,156849.3458
2241,150173.5044
2242,124052.5749
2243,124018.1043
2244,108515.3362
2245,112567.5741
2246,145075.5266
2247,107811.4973
2248,123978.3442
2249,116164.4606
2250,130768.8658
2251,129341.75
2252,186028.2319
2253,154755.0314
2254,180128.6967
2255,185518.0503
2256,170413.9418
2257,217684.7036
2258,160068.7197
2259,174314.9283
2260,148414.6119
2261,192649.7845
2262,208872.6424
2263,399066.3163
2264,565093.511
2265,150808.8513
2266,336293.5532
2267,401849.1763
2268,439569.466
2269,148062.465
2270,196515.0418
2271,210157.9751
2272,193688.2247
2273,162455.8883
2274,184084.1226
2275,169042.8289
2276,191370.3427
2277,186497.0692
2278,152113.4417
2279,125218.7535
2280,125430.1358
2281,164438.0149
2282,185330.032
2283,112766.6783
2284,115292.6076
2285,151869.2848
2286,123083.4464
2287,358461.142
2288,268852.5044
2289,380952.3865
2290,463414.651
2291,347456.2582
2292,447050.3826
2293,527075.1355
2294,417320.7115
2295,497313.0981
2296,279423.6686
2297,353935.9659
2298,340784.8942
2299,366610.8402
2300,341535.6404
2301,315722.6752
2302,251611.9607
2303,241530.2728
2304,244008.2582
2305,203116.0308
2306,197302.9161
2307,204431.2106
2308,219009.0217
2309,291210.8858
2310,212185.2675
2311,205456.921
2312,181681.6238
2313,171411.2691
2314,177946.8495
2315,180961.1521
2316,197788.6664
2317,197107.2565
2318,181312.8215
2319,185651.1761
2320,192659.5845
2321,232523.7141
2322,180014.6933
2323,195814.8672
2324,184573.4452
2325,213765.9639
2326,176501.5947
2327,202804.9466
2328,219694.0984
2329,194804.1917
2330,182778.5638
2331,337397.5877
2332,424285.6184
2333,318106.1282
2334,260084.9558
2335,284508.0838
2336,308140.6403
2337,215969.6938
2338,279373.8734
2339,230097.1567
2340,410255.582
2341,224472.9821
2342,242666.3115
2343,237364.1327
2344,233202.5505
2345,234924.6608
2346,217162.4027
2347,206814.3227
2348,246189.4925
2349,192578.0243
2350,315549.7245
2351,258519.5777
2352,254073.4084
2353,255549.1959
2354,149757.6682
2355,151286.4691
2356,147630.7181
2357,189962.5652
2358,200275.0481
2359,128439.0438
2360,113128.4722
2361,147953.4073
2362,262372.8972
2363,132281.7739
2364,141445.841
2365,214524.7371
2366,192394.0426
2367,225116.2993
2368,230436.9957
2369,225101.2243
2370,170923.5963
2371,164669.2281
2372,196225.4923
2373,284396.5571
2374,329559.759
2375,249817.8561
2376,309099.8441
2377,354641.216
2378,144709.2053
2379,224181.6674
2380,144051.6274
2381,170041.949
2382,205445.7508
2383,208240.0374
2384,251508.425
2385,162108.2432
2386,132727.2714
2387,139898.2172
2388,101363.687
2389,113865.0327
2390,143014.2289
2391,143596.6618
2392,113359.3091
2393,157210.67
2394,142445.6888
2395,212405.3957
2396,140187.5287
2397,229699.8565
2398,127611.2738
2399,65201.01716
2400,69706.96779
2401,113737.8326
2402,132973.2435
2403,146565.6035
2404,150269.1007
2405,151055.8076
2406,141362.425
2407,119790.1022
2408,135846.5038
2409,114069.0558
2410,173003.6676
2411,115006.0193
2412,152631.5004
2413,129255.738
2414,180351.4336
2415,134701.7156
2416,127443.6506
2417,131306.7664
2418,128380.8558
2419,122779.4173
2420,121909.9574
2421,150119.4814
2422,111030.3887
2423,115478.4066
2424,148680.5953
2425,219293.1998
2426,131822.9953
2427,130383.732
2428,166727.7759
2429,110029.2105
2430,130059.4025
2431,104776.1818
2432,149601.8072
2433,149114.4992
2434,143395.8044
2435,156935.3459
2436,109936.05
2437,106859.2845
2438,126170.5917
2439,100541.3801
2440,125333.7646
2441,82087.60188
2442,92921.38947
2443,121040.5871
2444,127862.9578
2445,90432.03412
2446,132889.8207
2447,175233.9475
2448,132459.6785
2449,116330.4614
2450,153676.9174
2451,118726.3053
2452,204044.7153
2453,98646.77194
2454,125954.8746
2455,110567.3549
2456,131462.8562
2457,133857.1621
2458,131587.6289
2459,110925.3137
2460,134659.3975
2461,127693.1848
2462,139017.2101
2463,128505.3411
2464,179511.3314
2465,145099.2047
2466,115331.8048
2467,122349.0134
2468,85557.58052
2469,81861.81059
2470,196237.3108
2471,236213.5403
2472,155981.7846
2473,119468.5376
2474,78450.78572
2475,230062.9989
2476,118129.6082
2477,130829.5007
2478,157448.1302
2479,109721.298
2480,160015.0937
2481,122585.9286
2482,127288.7928
2483,110054.3907
2484,123214.3267
2485,123716.9901
2486,163934.3746
2487,143466.548
2488,167307.7545
2489,158685.2756
2490,159035.1215
2491,91256.80261
2492,199688.378
2493,147469.4197
2494,138829.3526
2495,89630.95915
2496,221441.7022
2497,154530.8352
2498,108778.5844
2499,83295.88134
2500,137295.5115
2501,139936.8839
2502,139616.4795
2503,94360.08431
2504,222843.2203
2505,216609.9376
2506,245987.5759
2507,266009.5788
2508,245668.0016
2509,214314.1487
2510,215817.8424
2511,175774.0011
2512,212383.3218
2513,207846.859
2514,237320.7495
2515,156540.2505
2516,177031.4952
2517,156180.7017
2518,163181.7988
2519,236020.743
2520,220078.6382
2521,185715.2518
2522,225178.1894
2523,121212.3553
2524,137128.375
2525,155790.7236
2526,137890.5661
2527,116170.0442
2528,127018.0316
2529,142550.6649
2530,123312.2838
2531,264094.2938
2532,226011.431
2533,194763.3431
2534,229178.206
2535,298906.1166
2536,229659.4536
2537,241882.1596
2538,181922.9221
2539,185981.2328
2540,182608.5691
2541,180408.4136
2542,162785.2102
2543,121543.1265
2544,120604.2669
2545,132108.019
2546,121715.5842
2547,136292.4278
2548,150744.1406
2549,158247.4993
2550,24494377.2
2551,140236.7906
2552,124628.4479
2553,69149.65553
2554,90186.17641
2555,117505.8477
2556,103244.0527
2557,106873.9599
2558,109184.1097
2559,140122.5792
2560,151029.4195
2561,151211.0554
2562,136989.7038
2563,158183.1665
2564,216283.4241
2565,138240.3986
2566,155324.1883
2567,136934.8036
2568,229437.2758
2569,245649.8983
2570,120773.2141
2571,208446.9174
2572,160146.7713
2573,230282.2216
2574,266138.4162
2575,133827.1401
2576,115478.8834
2577,141924.6731
2578,84118.01614
2579,61807.95411
2580,76303.80533
2581,89131.29723
2582,92487.66192
2583,275670.9583
2584,184948.4032
2585,192984.2096
2586,225692.2048
2587,191953.7539
2588,141291.1695
2589,152185.8308
2590,197184.9248
2591,210906.0098
2592,211666.3393
2593,231011.6941
2594,183576.7327
2595,199793.7671
2596,281112.5584
2597,189991.3956
2598,290541.6153
2599,346325.0303
2600,140930.144
2601,140756.8464
2602,82094.24994
2603,96478.10843
2604,89527.95469
2605,80073.15689
2606,139324.2644
2607,195839.7148
2608,177794.8932
2609,165901.3997
2610,110168.2186
2611,127723.8668
2612,151347.7213
2613,129947.3328
2614,125620.0671
2615,150847.7377
2616,143524.8088
2617,180429.2823
2618,214071.7708
2619,193052.3014
2620,187690.6854
2621,174864.8385
2622,182083.8333
2623,242539.255
2624,289100.1722
2625,286708.0214
2626,176861.0747
2627,168269.9597
2628,578240.9169
2629,597078.95
2630,399183.0955
2631,507056.7493
2632,446523.9131
2633,334821.6686
2634,457690.4648
2635,159813.256
2636,179753.8628
2637,176395.693
2638,267691.1896
2639,182410.6377
2640,156078.0664
2641,102071.9297
2642,191899.2451
2643,106365.788
2644,117006.4709
2645,112576.1954
2646,96734.09998
2647,104476.4362
2648,158757.6124
2649,159027.8106
2650,141883.6909
2651,133050.0855
2652,418793.7717
2653,249532.4674
2654,264969.9845
2655,409508.7461
2656,317646.7224
2657,353109.6071
2658,308354.9484
2659,312940.2668
2660,370062.9119
2661,350390.4769
2662,375236.0543
2663,285766.9804
2664,285429.0159
2665,340784.077
2666,290215.877
2667,170025.5456
2668,177968.2591
2669,187020.1084
2670,273041.1241
2671,186738.3933
2672,196231.1627
2673,196770.0721
2674,190016.5018
2675,172469.9374
2676,188536.8437
2677,200707.1038
2678,257704.0217
2679,266245.0293
2680,282915.5316
2681,410393.0389
2682,330421.4933
2683,639527.7655
2684,319713.0102
2685,331581.5602
2686,244835.1512
2687,336643.8842
2688,228483.5298
2689,209894.042
2690,488069.2195
2691,195975.8093
2692,145990.0293
2693,205833.1883
2694,137527.841
2695,195463.6316
2696,185035.7617
2697,191091.6312
2698,201486.1774
2699,169192.9903
2700,158904.1403
2701,139568.3692
2702,103811.523
2703,113635.6633
2704,137129.448
2705,120459.7464
2706,105710.8394
2707,111479.9577
2708,134927.5483
2709,104947.0567
2710,133387.34
2711,270617.9861
2712,405049.324
2713,181671.3417
2714,154104.0254
2715,167216.3342
2716,138823.1048
2717,198782.3819
2718,219585.26
2719,152003.5024
2720,170503.2612
2721,130910.7444
2722,154252.4451
2723,138470.8444
2724,124418.5292
2725,125815.957
2726,154625.3425
2727,180062.3638
2728,175637.0484
2729,153051.6633
2730,154587.1504
2731,123213.6677
2732,139392.5966
2733,154913.3481
2734,145685.7715
2735,130159.4582
2736,137458.1872
2737,122037.4747
2738,134016.0267
2739,154105.1065
2740,137767.4498
2741,144887.4044
2742,150563.4
2743,157248.9892
2744,160762.1675
2745,138900.6488
2746,140313.5102
2747,143678.2928
2748,120663.2019
2749,128725.2023
2750,129942.7466
2751,134104.8437
2752,164744.9584
2753,148845.0406
2754,235844.2407
2755,133392.2549
2756,96544.28424
2757,66832.67666
2758,90748.90988
2759,181711.5315
2760,126249.0616
2761,139834.4857
2762,136954.6974
2763,189236.3727
2764,140294.8495
2765,280777.4349
2766,137020.2009
2767,90835.55493
2768,126186.4232
2769,133576.8331
2770,131416.7105
2771,104112.6938
2772,109343.1938
2773,160893.1481
2774,148086.7972
2775,112313.7766
2776,140520.5547
2777,152052.0351
2778,111066.5412
2779,116491.2215
2780,87965.3671
2781,103807.0793
2782,99967.67747
2783,100615.1845
2784,126278.2059
2785,139663.3172
2786,65709.48806
2787,125741.8839
2788,77062.44031
2789,170559.8359
2790,94641.72718
2791,109781.5907
2792,52540.49206
2793,167796.3412
2794,95517.21471
2795,123185.9185
2796,103662.439
2797,213663.2002
2798,109932.6756
2799,108306.0102
2800,67178.04852
2801,107897.5056
2802,128156.418
2803,179714.3936
2804,129950.9566
2805,97409.12609
2806,82024.48268
2807,165687.9795
2808,148372.1813
2809,135329.1955
2810,128735.5235
2811,161219.4552
2812,170251.4234
2813,156039.3314
2814,162019.8348
2815,96233.11773
2816,243678.7702
2817,159321.4287
2818,132713.3422
2819,154339.0257
2820,138076.1712
2821,104378.7284
2822,169408.0317
2823,422709.8008
2824,186411.399
2825,147200.5802
2826,132346.6051
2827,136022.281
2828,226168.7497
2829,211495.9009
2830,223888.1478
2831,173363.5361
2832,264675.3021
2833,314226.0656
2834,224989.7873
2835,226820.1883
2836,190388.8613
2837,159304.6126
2838,157698.6956
2839,179682.9625
2840,206333.1199
2841,202673.44
2842,228107.0258
2843,150330.793
2844,170416.5594
2845,128694.1192
2846,209601.7782
2847,212852.8845
2848,232068.4808
2849,199541.0489
2850,269778.9572
2851,211878.7102
2852,236371.9569
2853,234389.1555
2854,137176.5795
2855,203138.474
2856,200782.8297
2857,188102.5845
2858,205932.4735
2859,112689.1093
2860,140655.5197
2861,125622.6668
2862,194960.2202
2863,128978.229
2864,248590.1989
2865,144603.0811
2866,135390.3241
2867,101874.3562
2868,91391.16632
2869,100510.906
2870,115083.1511
2871,81536.01073
2872,55754.40958
2873,107763.1542
2874,139952.571
2875,118525.8238
2876,179166.5028
2877,145615.7358
2878,193807.3042
2879,135521.2629
2880,101861.7345
2881,145329.2771
2882,177403.7355
2883,205838.7867
2884,181366.0189
2885,184397.9535
2886,249942.7511
2887,94234.00292
2888,141263.7252
2889,61393.38038
2890,83199.70886
2891,141489.0612
2892,39798.63263
2893,61555.4334
2894,47541.97756
2895,335063.9822
2896,277669.7628
2897,211002.8556
2898,134811.4873
2899,207699.3652
2900,160004.0605
2901,213058.1648
2902,171860.3528
2903,322479.2179
2904,351922.4346
2905,82249.14046
2906,188532.2174
2907,104924.3387
2908,130389.5085
2909,137736.1736
2910,79226.52885
2911,82004.16162
2912,142656.4493
2913,81686.95847
2914,78826.44316
2915,87888.56903
2916,82431.43853
2917,169985.2583
2918,124182.8779
2919,216269.0374
